search_term,country,location,author_name,author_title,author_url,post_url,post_text,post_date,scraped_date
Civil works,United States,Estados Unidos,N/A,"Commercial Quantity Surveyor BSc (Hons), BBA
Commercial Quantity Surveyor BSc (Hons), BBA",https://www.linkedin.com/in/mohammed-siyath-91b696318,N/A,"hashtag
#copied
🚨 We’re Hiring: Civil Draftsman – Roads & Infrastructure 🚨
📍 Location: Abu Dhabi, UAE
🕐 Availability: Candidates must be currently available in the UAE
💰 Salary: AED 8,000 – 12,000 (Based on experience and interview)

We are seeking a skilled and detail-oriented Civil Draftsman with a strong background in road and infrastructure projects to join our dynamic engineering team in Abu Dhabi.

The selected candidate will play a key role in preparing accurate technical drawings, layout","5 horas 
 
hace 5 horas",2025-09-01 15:06:14
Civil works,United States,United States,N/A,"Head of Business Operation at Asian Powertec Co. Ltd. Electrical Engineer, MIEB, M-IENG, BELB Certified-ABC |Entrepreneur|ElectricalConsultant| Substation|BBT|Generator|Solar|Battery|UPS,AVR|SLD,LPS|Electrical Testing
Head of Business Operation at Asian Powertec Co. Ltd. Electrical Engineer, MIEB, M-IENG, BELB Certified-ABC |Entrepreneur|ElectricalConsultant| Substation|BBT|Generator|Solar|Battery|UPS,AVR|SLD,LPS|Electrical Testing",https://www.linkedin.com/in/engr-md-jamal-munsi-5a79188a,N/A,"Hiring alert!
Collected.


We’re Hiring! 

Civil Engineer

📚 Education:

B.Sc in Civil Engineering

Diploma in Civil Engineering

💼 Experience:

1 to 3 years in a relevant position

(Freshers are also encouraged to apply)

✅ Requirements:

Proficiency in AutoCAD, MS Excel, MS Word.

Experience in Civil Construction Projects and ability to manage project works will get preference.

Strong communication, leadership & interpersonal skills.

Ability to work independently under pressure.

Expertise i","2 días 
 
hace 2 días",2025-09-01 15:06:15
Civil works,United States,USA,N/A,"Talent Acquisition Specialist | Human Resource Liaison Officer | Recruitment & Assessment Specialist | International Relations Scholar
Talent Acquisition Specialist | Human Resource Liaison Officer | Recruitment & Assessment Specialist | International Relations Scholar",https://www.linkedin.com/in/ihechukwu-agugua-17a0b127b,N/A,"Job Title: FTTH Civil Work Engineer
 Location: Lagos
 Industry: Telecom
 Job Type: Full-time
About the Role
 Our client in the telecom industry is seeking experienced FTTH Civil Work Engineers to oversee and manage civil construction activities for Fiber-to-the-Home (FTTH) projects. The ideal candidates will take full responsibility for site civil works, ensuring quality, timely delivery, and adherence to design and cost requirements.

Interested and qualified candidates should click on the link","1 día 
 
hace 1 día",2025-09-01 15:06:36
Civil works,United States,United States,N/A,"Recruitment Specialist || Talent Acquisition Specialist || Human Resource (HR)
Recruitment Specialist || Talent Acquisition Specialist || Human Resource (HR)",https://www.linkedin.com/in/ezra-ojekola,N/A,"🚨 Now Hiring: FTTH Civil Work Engineers 🚨
📍 Location: Lagos
 🏢 Industry: Telecom
 💼 Job Type: Full-time

Our client in the telecom industry is looking for experienced FTTH Civil Work Engineers to:
 ✔ Oversee and manage site civil construction for FTTH projects
 ✔ Ensure adherence to design, quality, and cost standards
 ✔ Drive timely delivery of project milestones
 ✔ Take ownership of end-to-end civil works execution

✨ Ideal candidates must have solid FTTH project experience, strong attention t","23 horas 
 
hace 23 horas",2025-09-01 15:06:36
VDC,United States,EEUU,N/A,"VDC Manager I / FAA Certified Remote Pilot (Part 107)
VDC Manager I / FAA Certified Remote Pilot (Part 107)",https://www.linkedin.com/in/ryan-damask-035506260,N/A,Check out this job at The Weitz Company: Virtual Design & Construction (VDC) Engineer,"3 semanas 
 
hace 3 semanas",2025-09-01 15:07:11
VDC,United States,Estados Unidos,N/A,"Builder of Process. Shaper of Culture. Driver of Change in Construction Tech.
Builder of Process. Shaper of Culture. Driver of Change in Construction Tech.",https://www.linkedin.com/in/vincentpoon,N/A,"We’re growing our VDC team!

Are you ready to help shape the future of construction? We’re looking for a VDC Coordination Specialist who’s passionate about solving problems, working with people, and leveraging BIM for real-world results.

You'll play a key role in keeping our projects running smoothly, working closely with supers, trades, and design teams to bring it all together before we build. This is more than just clash detection, it’s about collaboration, communication, and building smarte","3 semanas 
 
hace 3 semanas",2025-09-01 15:07:21
VDC,United States,United States,N/A,"Director, Digital Engineering at Suffolk Construction
Director, Digital Engineering at Suffolk Construction",https://www.linkedin.com/in/siddharth-kothari-05299053,N/A,"I'm Hiring! Looking for VDC Managers to guide our teams and deliver cutting-edge projects. Be part of something big! 
hashtag
#VDC 
hashtag
#Leadership 
hashtag
#Hiring 
hashtag
#ConstructionInnovation 
hashtag
#CareerGrowth","2 semanas 
 
hace 2 semanas",2025-09-01 15:07:22
VDC,United States,United States,N/A,"Delivering Excellence & Expertise to Valued Customers
Delivering Excellence & Expertise to Valued Customers",https://www.linkedin.com/in/jennifer-gonzales-2a18b72b,N/A,"Hello Houston Friends! 

RO has a flex 💪, our VDC Team! 
If you want to be intrigued about what RO has to offer, contact Chris Patton or Xiomara Linda Kiernan. We would love to talk to you 💗.","1 semana 
 
hace 1 semana",2025-09-01 15:07:33
VDC,United States,United States,N/A,"20 years Architectural model making company with factory
20 years Architectural model making company with factory",https://www.linkedin.com/in/grace-mao-vdc-models-611b891b5,N/A,"VDC Models was founded in 2007 located in Shenzhen, China.
We are honored to be trusted by world-class clients as a premier architectural model maker, delivering exceptional quality and reliable service under demanding timelines. Each year, we successfully complete over 300 projects and offer dedicated global shipping and installation services.

Email: maojinhua@vdcmodels.com.cn
WhatsApp: +86 15818276570


hashtag
#ArchitecturalModels 
hashtag
#RealEstateMarketing

hashtag
#DesignSupport 
hashta","6 horas 
 
hace 6 horas",2025-09-01 15:07:33
VDC,United States,Estados Unidos,N/A,"Talent Acquisition Manager
Talent Acquisition Manager",https://www.linkedin.com/in/brooke-chapman-06819a83,N/A,"🚧 The PNW is Hiring: VDC Manager 🚧
Are you passionate about innovation in construction and ready to lead cutting-edge virtual design and construction efforts? Our team is looking for a VDC Manager who thrives on collaboration, problem-solving, and driving technology forward in the field.
This is your chance to be part of a company that values forward-thinking, hands-on leadership, and building smarter. If you're ready to make an impact and help shape the future of construction, we want to hear f","3 semanas 
 
hace 3 semanas",2025-09-01 15:07:33
VDC,United States,EEUU,N/A,"Sales Operations & Enablement | Sales Strategy I Revenue Growth | Business Development
Sales Operations & Enablement | Sales Strategy I Revenue Growth | Business Development",https://www.linkedin.com/in/gary-barnes,N/A,"We’re hiring a Marketing Content & Brand Manager at VIATechnik.

If you can take complex AEC work (BIM, VDC, Digital Twin) and turn it into content sellers actually use—and that prospects actually read—I want to talk. 

You’ll partner with our BD team to build a simple, consistent content engine: editorial calendar, case studies, one-pagers, web & social, and the brand guardrails to tie it all together.

What success looks like: You ship crisp, on-brand stories from real projects (Owners, GCs, T","1 semana 
 
hace 1 semana",2025-09-01 15:07:44
VDC,United States,EEUU,N/A,"VDC | Regional Manager
VDC | Regional Manager",https://www.linkedin.com/in/vanessa-miller-texas,N/A,"We’re hiring in Austin! 🎉

Our VDC team has an opening, and this is your chance to work with a great manager and an even better team. At the end of the day, it’s the people you work with that make a job worth showing up for.

👉 Put me as a reference! Or message me if you are interested and have questions!


hashtag
#VDC 
hashtag
#Hiring 
hashtag
#AustinJobs","1 semana 
 
hace 1 semana",2025-09-01 15:07:45
VDC,United States,United States,N/A,"Director, Digital Engineering at Suffolk Construction
Director, Digital Engineering at Suffolk Construction",https://www.linkedin.com/in/siddharth-kothari-05299053,N/A,"I'm hiring! Looking for talented VDC Engineers ready to innovate and bring exciting projects to life. Join us and make an impact! 
hashtag
#Hiring 
hashtag
#VDC 
hashtag
#EngineeringCareers 
hashtag
#Innovation 
hashtag
#ConstructionTechnology","2 semanas 
 
hace 2 semanas",2025-09-01 15:07:45
VDC,United States,EEUU,N/A,"Digital Construction Manager| Drone Pilot | BIM Instructor
Digital Construction Manager| Drone Pilot | BIM Instructor",https://www.linkedin.com/in/kmadaan,N/A,"Our Digital Construction team is expanding!
We’re hiring a Digital Construction Coordinator to join our Calgary office.
If you have experience with BIM, VDC workflows, model coordination, or construction technology, this is a fantastic opportunity to be part of a forward-thinking team driving innovation in the industry.

Join us in shaping the future of construction. 

hashtag
#BirdConstruction 
hashtag
#DigitalConstruction 
hashtag
#BIM 
hashtag
#VDC 
hashtag
#Hiring 
hashtag
#ConstructionCaree","5 días 
 
hace 5 días",2025-09-01 15:08:15
Pipelines,United States,EEUU,N/A,"Agile Consultant at Capitole | Passionate About Building High-Performing, Happy Teams | PSM II · PAL-EBM · SAFe 6.0 · DP-900
Agile Consultant at Capitole | Passionate About Building High-Performing, Happy Teams | PSM II · PAL-EBM · SAFe 6.0 · DP-900",https://www.linkedin.com/in/david-ferron-05091982,N/A,"🚰 𝗗𝗮𝘁𝗮 𝗣𝗶𝗽𝗲𝗹𝗶𝗻𝗲𝘀: 𝗧𝗵𝗲 𝗛𝗶𝗱𝗱𝗲𝗻 𝗣𝗹𝘂𝗺𝗯𝗶𝗻𝗴 𝗼𝗳 𝗠𝗼𝗱𝗲𝗿𝗻 𝗧𝗲𝗮𝗺𝘀

If you’re a 𝗦𝗰𝗿𝘂𝗺 𝗠𝗮𝘀𝘁𝗲𝗿, 𝗧𝗲𝗮𝗺 𝗟𝗲𝗮𝗱, 𝗼𝗿 𝗠𝗮𝗻𝗮𝗴𝗲𝗿 working with a Data Engineering team, chances are you’ll hear the term “𝘱𝘪𝘱𝘦𝘭𝘪𝘯𝘦” every other day.

So… what is a 𝗱𝗮𝘁𝗮 𝗽𝗶𝗽𝗲𝗹𝗶𝗻𝗲?
Think of it as the 𝗽𝗹𝘂𝗺𝗯𝗶𝗻𝗴 𝗶𝗻 𝘆𝗼𝘂𝗿 𝗵𝗼𝘂𝘀𝗲: 🚿🚰

 • Water flows in → Raw data from multiple sources
 • Pipes connect and direct the flow → Steps to clean, validate, and transform
 • Water comes out clear where you need it → Usable data for dashboards, AI models, or apps","6 horas 
 
hace 6 horas",2025-09-01 15:08:43
Pipelines,United States,Estados Unidos,N/A,"Built businesses | Made six humans. | Still waiting for a ‘LinkedIn Thought Leader’ badge.
Built businesses | Made six humans. | Still waiting for a ‘LinkedIn Thought Leader’ badge.",https://www.linkedin.com/in/sixkidsnoexit,N/A,"Pipeline not humming?

You wanted it, you got it. Here is the next batch of my special level of Advice. 

If you're still combling together your CRM, or even running a google sheet or excel. 

This is for you!","9 horas 
 
hace 9 horas",2025-09-01 15:08:44
Pipelines,United States,United States,N/A,"Lead DevOps Engineer at PAR - AWS I DevOps I Docker I Kubernetes I Linux I CI/CD | Cloud Security | AI Enthusiasts
Lead DevOps Engineer at PAR - AWS I DevOps I Docker I Kubernetes I Linux I CI/CD | Cloud Security | AI Enthusiasts",https://www.linkedin.com/in/gaurav-pandey-8036b6143,N/A,"AI is changing the way we build and deploy software.
Over the last decade, DevOps has given us automation, IaC, and GitOps. But 2025 marks a new frontier: AI-augmented pipelines.

Instead of static automation, pipelines are becoming intelligent, adaptive systems powered by large language models and AI agents.

I explore how AI is shaping the future of DevOps with:

AI-driven log analysis for instant root-cause detection
Intelligent canary rollouts powered by anomaly detection
Self-tuning Infrast","1 día 
 
hace 1 día",2025-09-01 15:08:44
Pipelines,United States,United States,N/A,"Pump Specialist
Pump Specialist",https://www.linkedin.com/in/curtis-gray-188a3060,N/A,"I can solve your O2 problems, let’s do it now!","1 día 
 
hace 1 día",2025-09-01 15:08:44
Pipelines,United States,USA,N/A,"Founder, Owner, Leadership Economics Growth, SEO,Coding, C-Suite, Roadmap Data,Salesforce, IT service s and IT Consulting, Human Automation, Upskilling, Apprenticeship, Humanity Global Impact The Kingdom Of God
Founder, Owner, Leadership Economics Growth, SEO,Coding, C-Suite, Roadmap Data,Salesforce, IT service s and IT Consulting, Human Automation, Upskilling, Apprenticeship, Humanity Global Impact The Kingdom Of God",https://www.linkedin.com/in/jehma-faye-miechle-609b37128,N/A,"Everyone dreams of pipeline explosions.
https://lnkd.in/ewc_Aeq5","10 horas 
 
hace 10 horas",2025-09-01 15:08:54
Pipelines,United States,Estados Unidos,N/A,"Data and Computation Team Leader at Tecnalia / Associate Professor at University Carlos III
Data and Computation Team Leader at Tecnalia / Associate Professor at University Carlos III",https://www.linkedin.com/in/raulminon,N/A,"🚀 It’s out! After a long journey of research, collaboration, and iteration, our paper is now published in the Journal of Cloud Computing (JCR-Q2-indexed):
""ArtifactOps and ArtifactDL: a methodology and a language for conceptualizing and operationalising different types of pipelines""
Raul Miñon PhD, Josu Díaz de Arcaya, Ana Isabel Torre, Juan Lopez de Armentia Mendizabal, Gorka Zárate Martinez, Lander Bonilla Viana, Asier García Pérez, and Jon Aguirre Usandizaga
J. Cloud Comput. 14(1): 42 (2025)
","4 horas 
 
hace 4 horas",2025-09-01 15:09:04
Pipelines,United States,USA,N/A,"Senior Manager at Halliburton
Senior Manager at Halliburton",https://www.linkedin.com/in/johnson-hp97998498,N/A,"🌍 Strong pipelines are diverse pipelines.
Leadership isn’t about creating carbon copies — it’s about ensuring the next generation reflects different voices, perspectives, and strengths.

Inclusive leaders:
 ✅ Spread opportunities widely.
 ✅ Value different leadership styles.
 ✅ Build systems that reduce bias.
 ✅ Celebrate the richness of diverse teams.
In the fourth article of my Leadership in Building the Pipeline series, I share why championing diversity is not optional — it’s essential to bui","1 día 
 
hace 1 día",2025-09-01 15:09:05
Pipelines,United States,Estados Unidos,N/A,"AI-First Marketing Leader | Driving Growth in B2B SaaS | Founder @ Cantaly (Personalized Music with AI)
AI-First Marketing Leader | Driving Growth in B2B SaaS | Founder @ Cantaly (Personalized Music with AI)",https://www.linkedin.com/in/aliciaoriol,N/A,"💡 AI won’t fix bad strategy. But it will supercharge a good one.

In B2B SaaS, social media is no longer a branding side project.
 It’s where trust is built and pipeline starts.
The key?
 🎯 Strategy first.
 ⚡ AI second.
In my latest article, I share how I use AI tools to:
. Repurpose content across formats in minutes
. Scale social without losing the human touch
. Get smarter analytics that connect to pipeline

Curious: what’s the one AI tool you couldn’t run social without? 👇

hashtag
#AIfirst ","21 horas 
 
hace 21 horas",2025-09-01 15:09:16
Pipelines,United States,USA,N/A,"Founder & Speaker | $1B M&A Leader | Follow for practical insights on AI, M&A, and unlocking value in the energy sector
Founder & Speaker | $1B M&A Leader | Follow for practical insights on AI, M&A, and unlocking value in the energy sector",https://www.linkedin.com/in/nick-curum,N/A,"🌊 The LNG tsunami is coming… 
Who’s ready to surf, and who’s going under?

By 2028, the world will add more LNG capacity than the 𝘦𝘯𝘵𝘪𝘳𝘦 𝘌𝘜 𝘶𝘴𝘦𝘴 𝘪𝘯 𝘢 𝘺𝘦𝘢𝘳. 
That’s the biggest buildout in history — but here’s the twist 👇

📉 𝗗𝗲𝗺𝗮𝗻𝗱 𝗶𝘀 𝗳𝗮𝗹𝗹𝗶𝗻𝗴 𝗶𝗻 𝗸𝗲𝘆 𝗺𝗮𝗿𝗸𝗲𝘁𝘀 
• Europe down 20% since 2021 
• Japan down 20% since 2018 
• China growing, but slower — and pipelines are cheaper 

⚡ 𝗦𝘂𝗽𝗽𝗹𝘆 𝗶𝘀 𝗲𝘅𝗽𝗹𝗼𝗱𝗶𝗻𝗴 
• US, Qatar, Canada = >180 mtpa by 2028 
• A 40% jump in capacity 
• Projects already sanctioned, stee","3 horas 
 
hace 3 horas",2025-09-01 15:09:27
Pipelines,United States,United States,N/A,"177 seguidores
177 seguidores",https://www.linkedin.com/company/research-focus-analytics/posts,N/A,"hashtag
#PipelineMarket 
hashtag
#LatinAmericaPipelineIndustry 
hashtag
#MarketResearch 
hashtag
#BusinessGrowth 
hashtag
#IndustryTrends 
hashtag
#DataDriven 
hashtag
#EmergingMarkets 
hashtag
#FutureOfBusiness 
hashtag
#StrategicInsights 
hashtag
#CompetitiveAnalysis 
hashtag
#B2BMarketing 
hashtag
#GlobalMarkets 
hashtag
#GrowthOpportunities 
hashtag
#InnovationTrends 
hashtag
#TechnologyInsights 
hashtag
#InvestmentInsights 
hashtag
#MarketForecast 
hashtag
#BusinessIntelligence 
hashtag
#Su","1 día 
 
hace 1 día",2025-09-01 15:09:27
BIM Designer,United States,United States,N/A,"Recruitment Consultant | Specialist in placing Civil and Structural Design Engineers across the Construction Industry in the EU Market
Recruitment Consultant | Specialist in placing Civil and Structural Design Engineers across the Construction Industry in the EU Market",https://www.linkedin.com/in/sam-carson-05b08b19b,N/A,"Attention Construction BIM Professionals 

 WANTED – BIM Designer – Austria - Long term Contract

 We’re searching for a skilled BIM Designer to join our Digital Engineering team and help lead the implementation of BIM workflows across international construction projects.

 If you have experience with Revit, a passion for construction technology, and want to be part of an innovative, global company, get in touch now to learn more

Apply Below, or reach out to me directly sam.carson@g2recruitment","3 semanas 
 
hace 3 semanas",2025-09-01 15:10:34
BIM Designer,United States,United States,N/A,"Problem Solver | Structural Engineer | Manufacturing Market Sector Leader | Lifelong Learner
Problem Solver | Structural Engineer | Manufacturing Market Sector Leader | Lifelong Learner",https://www.linkedin.com/in/bikash-sigdel,N/A,"**We are hiring** 
Tamarack Grove Engineering is looking for a Structural BIM Designer at our Meridian, ID and Lyndhurst, NJ locations.

If you or someone you know has a passion for structural design and 5+ years of experience with Revit and AutoCAD, we’d love to hear from you!

Please check out our website or email Celeste Sweet, PHR @celeste.sweet@tamarackgrove.com.

Join us and help build amazing projects!

hashtag
#StructuralEngineering 
hashtag
#BIMDesigner 
hashtag
#Revit 
hashtag
#AutoCAD","1 semana 
 
hace 1 semana",2025-09-01 15:10:34
BIM Designer,United States,USA,N/A,"Area Site Civil Business Class Lead at HDR
Area Site Civil Business Class Lead at HDR",https://www.linkedin.com/in/chris-cain-79375a7,N/A,We're looking for BIM designers to assist on site civil projects. Check out what HDR has to offer and join me at an awesome employee-owned firm. We need both early career and senior BIM staff to be part of our growing team! See post below or the Sr. BIM post here: https://lnkd.in/gTnyP2VP,"4 semanas 
 
hace 0 meses",2025-09-01 15:10:34
BIM Designer,United States,USA,N/A,"BIM Professional | BIM Consulting | Digital Twin | Scan to BIM | BIM Manager | Project Management | Transforming Construction Projects with Advanced Technology
BIM Professional | BIM Consulting | Digital Twin | Scan to BIM | BIM Manager | Project Management | Transforming Construction Projects with Advanced Technology",https://www.linkedin.com/in/vishal-rajput-72104314,N/A,"🚀 AI + BIM: The Future of Smarter, Faster Projects

The construction and design world is changing fast. BIM has already reshaped how we plan, coordinate, and deliver projects—but the arrival of AI is taking things up a notch. From generative design to predictive scheduling and real-time cost tracking, the synergy between BIM and AI is shifting the industry from reactive problem-solving to proactive planning.

It’s not without challenges—skills, costs, and data security all need attention—but the","2 semanas 
 
hace 2 semanas",2025-09-01 15:10:42
BIM Designer,United States,United States,N/A,"Recruitment Consultant at Vivid Resourcing | Hiring Engineering Experts across Belgium and Europe
Recruitment Consultant at Vivid Resourcing | Hiring Engineering Experts across Belgium and Europe",https://www.linkedin.com/in/ben-mcmeekin,N/A,"BIM Designer (Revit – HVAC) – Ghent

Start: 1st September
Contract: Freelance – 6 months (Initial) 
Interviews: Thursday morning next week
Language: Dutch / French / English – dual is a plus
Environment: Hospital, university, industrial bakery

I’m hiring for a key Revit-based HVAC role in Ghent. You’ll be working on a mix of complex environments – hospital, university, and food-grade (industrial bakery) – so past exposure to one or more of those is ideal.

Full-time (Mon–Fri), strong coordinati","3 semanas 
 
hace 3 semanas",2025-09-01 15:10:52
BIM Designer,United States,USA,N/A,"383 seguidores
383 seguidores",https://www.linkedin.com/company/dhatu-consulting-services/posts,N/A,"JOB POSITION: BIM ARCHITECTURAL DESIGNER 

Role Description:
We are seeking a skilled 
hashtag
#BIMArchitectural Designer to join our team at DHATU GROUP. As a BIM Architect, you will be responsible for designing and coordinating the ARCHITECTURAL CONCEPTUAL PLANS, RENDERINGS AND DOCUMENTATION for our diverse range of projects. This is a full-time position and the opportunity to work with a dynamic team of professionals in the AEC industry. 

Job Type: full-time. 

Qualifications: 
• Bachelors D","1 semana 
 
hace 1 semana",2025-09-01 15:10:53
BIM Designer,United States,USA,N/A,"89 seguidores
89 seguidores",https://www.linkedin.com/company/creative-cadd/posts,N/A,"🏗 Build Your Future with the Best Architecture BIM Course in Hyderabad 🏙
Want to become a skilled Architecture BIM professional? At Creative CADD, Hyderabad’s #1 Training Institute, we offer the Best Architecture BIM Course in Hyderabad with 100% Placement Assistance to help you land your dream job.

💡 Why Choose Us?
 ✔ ISO Certification for industry credibility
 ✔ Hands-on, Industry-Relevant Training
 ✔ Dedicated Placement Training & Guidance
 ✔ 100% Placement Assistance

🎯 Whether you are a st","2 semanas 
 
hace 2 semanas",2025-09-01 15:11:13
BIM Designer,United States,USA,N/A,"SPG Engineering Manager (HVAC & Plumbing)
SPG Engineering Manager (HVAC & Plumbing)",https://www.linkedin.com/in/austinhanks,N/A,"Come join our great team. We're hiring: https://lnkd.in/gHxqsahw
BIM Designer / Drafting Engineer
Director of Business Development
Accounting & Administrative Assistant","1 semana 
 
hace 1 semana",2025-09-01 15:11:23
